story,overall_quality_rating,ATD,narraive_arc_answer,common_sense_answer,coherency_score,fluency_score,interest_score,plot_twist_answer,share_score,humanlike_score,NLI,Emo,EmoArc,Human
Tim got a new job. He spent lots of hours in the day. He had to pay for it and was having a lot of fun. His kids had fun too. Tim found a good job and did well at it.,1.2,0,0.2,0.2,1.6,3.0,1.2,0.4,0.2,0.4,1,0,0,0.0
Bob had a stomach ache. His friend had dined it and called him to come over. Bob decided to try seafood and he hadn't eaten all day. The contents of the seafood made his stomach very sick. Bob is more careful around restaurant now.,2.0,1,0.6,0.6,1.8,2.6,2.0,0.6,1.4,0.4,1,0,1,0.0
Gina was in the middle of her siblings' trip to the city Gina had been driving the whole way. There was a baby boy in the window. She saw the child was showing a baby crying his mouth. Gina was disgusted Gina had to stop.,1.6,0,0.6,0.6,2.2,1.2,1.4,0.6,0.4,0.2,0,0,0,0.0
Tim wanted to learn how to make cookies. He went on the internet to search for cookies. Tim scanned the results of many he wanted. Tim read about how to bake cookies online. Tim made a dozen cookies.,2.2,0,1.0,1.0,3.8,3.4,2.8,0.2,1.0,0.8,0,0,0,0.0
"Sandy and Louie were best friends with their mother. They were always best friends, but Sandy was not a puppy. One day, a family came to town and adopted a puppy from Sandy's mother. The family decided to take the dog and bring it to live with their mom. When they got the dog, Sandy and Lou were both happy.",1.0,0,0.2,0.2,1.8,3.4,2.0,0.0,1.0,0.6,0,0,1,0.0
Tim was in his last year of 2000. He bought a clock and his wife bought a new one. Tim decided he would go to a tournament. He went to the tournament. Tim was happy he won the tournament in 2000.,1.4,0,0.2,0.2,2.0,3.0,2.4,0.6,1.0,0.4,0,0,1,0.0
The zoo got all the cars to go There was a lot to wait to see The zebra was very cute The zoo got to see him The zoo had so much fun,0.4,0,0.2,0.2,0.2,1.0,1.0,0.0,0.2,0.2,1,0,0,0.0
"When I found a snake on the porch today, I put him outside. I tried to get away from the snake but it wouldn't spade away. I thought it was gone, but it had a foundation on it. I went to the basement and found a small snake. I was able to catch the snake and put him in the basement.",1.8,0,0.4,0.4,1.4,1.8,2.0,0.8,0.2,0.6,0,0,0,0.0
Bob got a tattoo in the mail. He wanted to show his girlfriend how neat it was. His girlfriend got a slight sketch on it neat. Bob got the tattoo. Bob loved it.,1.8,0,0.6,0.6,2.0,1.8,1.4,0.4,0.4,0.0,0,0,0,0.0
I like to eat lunch with the girl I like. We have always decided to go out to lunch. We go out and do a few dumps and eggs. Finally we eat eggs and eat hot dogs. It is a great lunch with a little lunches that we are using.,1.4,0,0.4,0.4,1.6,2.4,1.6,0.0,0.0,0.6,0,0,0,0.0
"George had a internship at a large company. He knew he would get a job there. He proved to be smart and he did very well at the internship. George was so smart that he wanted to quit the internship and find a new job. He applied for several jobs, but ultimately he was hired.",2.6,0,1.0,1.0,3.2,3.0,3.4,0.8,1.8,0.6,1,1,0,0.0
My friend and I went out last night. When we got there she tried to see our ears. She did a different turn on the measurements. She told us that getting the biggest one was the one that popped up. I laughed so hard.,0.4,0,0.0,0.0,2.0,1.4,1.0,0.2,0.0,0.6,0,0,0,0.0
I have a job baking cookies. My mom was sad that I had to bake. Her mom said that she needed some money to buy food. I decided to make a side business selling cookies for mom. Mom has a lot of money now and can buy her food.,1.4,0,0.4,0.4,2.4,1.4,1.6,0.6,0.4,0.6,0,0,0,0.0
I decided to rent a movie at a movie theater. Looking at the selection of choices I decided on a horror movie. I picked up a scary movie and sat down for popcorn. It was very scary and really scareful. I couldn't wait to see the horror movie again that night.,2.4,0,0.8,0.8,3.0,4.0,2.6,0.2,0.4,1.0,1,0,0,0.0
"Billy loved to go to school. He went to the first day of school with his mom in the shower He was dressed in black clothing and white shoes. His mom took him to the next day, and he ate breakfast. Billy was very methodical with his new school schedule.",0.2,0,0.0,0.0,1.6,1.4,2.8,0.0,0.8,0.6,0,0,0,0.0
"Shawn was born with a very long baby boy. He did not show up to his family funeral. When he got older, he was born without his family nearby. He was born, but the cancer had been on him for 20 years. Shawn has missed his family forever since.",0.2,0,0.0,0.0,0.6,0.4,2.2,0.4,1.4,0.6,0,0,0,0.0
Pamela has purchased an antique. She thinks the room should be in her home. One day she noticed someone had put ashes in her room. It's the oldurn. Now she has a lot of troubles with it.,0.6,0,0.0,0.0,3.2,1.6,2.2,0.6,0.8,0.6,0,0,0,0.0
"Dan was sure he had a lot of time with his date. They went out to eat and had a picture of the restaurant. Dan ate so good that he felt a bit of regret. Dan felt bad for his date, but he did not let her down and he didn't call her.",2.0,0,0.2,0.2,2.6,1.2,1.6,0.4,0.4,0.4,1,0,0,0.0
Mike was a very good man. Mike often drove around town. Mike was interested in a girl he knew. Mike's jeep broke down and he fell in love. Mike and the girl began dating.,2.8,0,0.2,0.2,2.6,1.0,2.8,0.8,1.4,0.2,0,0,0,0.0
Sal bought a lottery ticket. He was told he would win the jackpot. The numbers were really big. Sal tried to win but lost. Sal was mad for a week.,3.4,0,0.8,0.8,3.2,2.8,2.2,0.6,1.6,0.6,0,0,1,0.0
Bob loved to watch movies. He went to the movies every day and saw them every weekend. This made him a list of movies he was invited to. He spent all weekend watching the list. Bob loved watching movies and knew he loved to see them.,2.2,0,0.4,0.4,2.6,2.4,1.0,0.0,0.0,1.0,1,0,0,0.0
Joe was looking for a new job. He loved the job but hated working at the same time. He could not find the job. Joe started to worry that he would not get the job He did find the new job but he did not like it.,1.0,1,0.6,0.6,1.4,1.4,1.0,0.6,0.2,0.2,0,0,0,0.0
lia was trying to lose weight. She tried to cut out fat but it didn't work. She struggled to lose her weight. So she started doing the treadmill. She started losing some weight.,3.2,1,1.0,1.0,2.6,3.0,3.0,0.6,1.2,0.6,1,0,1,0.0
The dog had gotten worse than usual. He cried and moved around the living room. He had an appointment with the vet. The vet told him his dog was not good enough. The dog prayed for a dog for the rest of the day.,1.0,0,0.0,0.0,0.8,0.8,1.6,0.6,0.4,0.2,0,0,0,0.0
"Jane was excited for prom. On her way to the prom, she ran out of gas. Jane ran ahead. She got noticed and noticed her boyfriend had left her gas. When Jane got home, Jane was disappointed to stay in her car.",1.0,0,0.2,0.2,1.0,1.8,1.2,0.6,0.2,0.6,0,0,0,0.0
Peter was a huge fan of pizza. His favorite pizza was the dough and the best dough. Peter bought a slice of dough at a party. The dough was delicious on both side of the pizza. Peter was happy with his food.,1.8,0,0.2,0.2,2.8,2.4,2.4,0.0,0.6,0.8,1,1,0,0.0
The boy cleaned his room. His room was cleaner to soak it. He wiped his brush. He put it back to clean. His hair came out sparkling.,0.6,0,0.0,0.0,0.8,0.6,0.8,0.2,0.4,0.2,1,0,0,0.0
Gina was going to a dog park with her sister Gina was going through the windows she went through her window and saw a dog Gina went back outside to see her sister and go Gina went up to her sister to get Gina and her sister went back to their car Gina's sister could not go,0.2,0,0.0,0.0,0.2,0.2,1.0,0.4,0.0,0.0,1,0,0,0.0
Today was Jim's first day of college. He was excited to meet the new driver school. Jim beat the first driver school he made it to failure. The other driver school had a different bus driver. Jim was sad that he didn't make it to first class.,0.4,0,0.4,0.4,1.6,1.6,1.4,0.8,0.8,0.4,0,0,0,0.0
"Dan was a sport fan, and loved playing bowling. He would play the game all day long, and always hit the ball really well. Dan would use this as a way to compete in a local bowling league. Dan's dad took him to the bowling alley and Dan played his first time bowling. Dan could remember his father's birthday coming up.",2.4,0,0.4,0.4,2.8,3.6,1.8,0.2,0.8,0.8,0,0,1,0.0
"Matt was an atheist and didn't like anyone around. Matt's friends told him he should get over his fear and be ignored all warnings. Matt was always ignored, but he felt his mind tug at him. Matt decided to become a vegetarian, so he left the hospital. After a long life, Matt found love again.",1.6,0,0.4,0.4,1.4,2.4,1.0,0.4,0.4,0.6,0,0,0,0.0
"My husband and I rented a car We have a lot of a car, and the car got a horrible job. We have wipers and we did not have a headlight. The car is so dirty now that I think we have to give up. I will rent another car for a better company.",0.4,0,0.0,0.0,2.0,1.2,1.2,0.0,0.4,0.4,0,0,0,0.0
Joe was an accountant. He became an accountant when he was 18 years old. He realized he did not have any money to save up. He went to an accountant's office. The accountant said it happened when Joe was 18.,1.2,0,0.2,0.2,1.8,2.8,1.8,0.6,0.6,0.4,1,0,0,0.0
"Kim bought a new blazer. To her delight she got it on. The next few weeks, all the people complimented it on her cool look. She couldn't wait to start wearing it. Kim was inspired to imitate this.",2.2,0,0.6,0.6,2.4,2.0,1.8,0.0,0.2,0.2,1,0,0,0.0
The slide was going to take a walk. The owner of the slide walked over to the platform. He was scared of the slides. He continued to walk on the slides again. He finally walked the slides down the slide.,1.2,0,0.2,0.2,1.2,2.0,1.4,0.6,0.4,0.4,0,0,0,0.0
"Gregory took up pottery. It was terrible but he made a sculpture of his hand. The sculpture grew much more and taller. Eventually, Gregory became tall enough to play pottery again. He was so proud of all his pots and pots!",2.6,0,0.2,0.2,2.4,2.6,1.8,0.4,0.4,0.6,0,1,0,0.0
"My mom got a lot of a lot in the lawn. She felt bad because she could hardly live there alone in the house. I made her feel sad because it didn't matter. I told her that if she could, she would go to drought. I researched her methods and she used the lawn to save money.",1.2,0,0.4,0.4,1.2,2.6,1.4,0.2,0.4,0.6,0,0,0,0.0
"Sean and Sara were travelling on a train trip They got to take a train to Portland. When they got there they got checked into a hotel. They walked to the hotel and had a long flight. Sadly, Sean and Sara had to get sick while at the concert due to the sickness.",2.2,0,0.4,0.4,2.0,2.4,2.2,0.6,0.8,0.6,0,0,0,0.0
"Today I saw Tim on facebook today. Since he was sick, I told him to go to bed. However, I did not want to give him a take- I gave him cake to take home. Tim was so happy he remembered that day.",0.2,0,0.2,0.2,0.8,1.6,1.4,0.0,0.4,0.4,0,1,0,0.0
Frankie had a love for his distant man. One day his man met a nice old man that he loved very much. They cheated on and fell in love in many people in town. Frankie and the man got married and then left. Frankie is now a happy married man.,1.2,0,0.4,0.4,1.2,1.0,1.4,0.4,0.4,0.0,0,0,0,0.0
The man went to the library and grabbed a book. He hid some parts in a book he had at the library. The man asked the librarian why the book was there. The librarian gave the man a different book and tried reading. The book got a better read by the man.,1.8,0,0.2,0.2,1.2,1.8,1.0,0.2,0.0,0.4,0,0,0,0.0
My family has been sharing a bowl for the first time. I told my mom the book was about my first family. My dad said we had a lot of fun and had a great time. We played a game of golf with our dad. It was a great afternoon playing golf with my dad.,1.0,0,0.0,0.0,1.0,1.0,0.8,0.4,0.2,0.2,0,0,0,0.0
"Kevin lived a life of hard work and save his fiance. He became obsessed with saving his fiance's life. Kevin lived a hard life but was a miser. After a year of saving, Kevin's fiance had a down payment. Kevin had a large amount of money saved in the house by his fiance!",1.4,0,0.8,0.8,2.2,2.4,3.0,0.6,1.6,0.4,0,0,0,0.0
Gina was sad to share her own books with Mary. She needed to use them with Mary so she could see dolphins. Her mother had taken them away for their use. She refused to share with Mary because of the books. Gina's mother's mom said it was all part of the family.,0.2,0,0.2,0.2,2.0,1.8,1.6,0.4,0.6,0.4,0,0,0,0.0
My brother and I play the lottery a lot. We have played it for over a year. We did all the math to see if we would win. Turns out we would have won thousands of dollars. I still hope we won the lottery.,3.0,0,0.4,0.4,3.2,3.4,3.2,0.4,1.2,1.0,0,1,0,0.0
"Fred had his first date. He was very nervous. When he got there he was shaking. Thankfully, he ended up having a great time and doing well. He came back and told everyone.",3.4,1,0.8,0.8,3.4,3.6,3.0,0.4,1.6,1.0,0,1,0,0.0
Sal always had a lot of pain. One day he tripped and fell. He twisted his ankle and went home. He needed a cast on his ankle to wear a brace. Sal wore a brace on his knee every day.,2.6,0,0.8,0.8,2.2,2.0,2.6,0.6,0.8,0.8,0,0,0,0.0
"Nancy came home from work. She was a little bit different than most people. However, she didn't notice it. When she sat down, her face was red. She had to cry for a long time.",2.4,0,0.2,0.2,3.2,2.8,1.4,0.2,0.2,0.6,1,0,0,0.0
John was diagnosed with cancer early in life. John was sad that he could no longer enjoy life. He decided to enroll in chemotherapy. He struggled at first but got better. John is now in good shape and he is in good health.,3.2,0,1.0,1.0,3.8,3.4,3.6,0.8,1.8,0.8,0,1,0,0.0
"Sara went to get something from her sister, cancer. Her sister was loose in her hair. Sara went to the hair stylist. Sara tried on her wig. She gave it a try to make her sister laugh.",1.6,0,0.8,0.8,1.6,1.8,1.4,0.4,0.2,0.2,0,0,0,0.0
Joy had a hard time singing to church. She would sing for weeks. Joy was nervous about singing for the first time. She was going to sing tonight. Joy couldn't wait to sing!,2.4,0,0.2,0.2,2.8,2.8,1.4,0.6,0.0,0.6,1,0,0,0.0
"Betsy was about to celebrate a very special anniversary. Her dinner was small, but it was good and she got a present. She put it all together happily. It was a necklace with a silver sparkly necklace in her car. It didn't last long, so she took it all home for the rest of the night.",2.0,0,0.2,0.2,2.0,2.8,2.0,0.2,0.6,0.4,1,0,0,0.0
Jane loved toearn. She went on a trip to college. She did Mechanical Turk. Jane was able to participate in a home and find a job. Jane ended upearn a lot.,1.8,0,0.2,0.2,1.2,1.2,1.6,0.2,0.2,0.0,0,0,0,0.0
Harry was having trouble with his math homework. He decided to look for help. He took lessons and saw some videos online. They video was very exciting and he decided to ask for help He gave some distraction and returned to his math.,1.4,0,0.0,0.0,2.8,2.6,1.6,0.2,0.4,0.8,1,0,0,0.0
Lou was a little dieting. He was eating a little too much. He struggled to lose a lot of weight. He added more food. Lou felt much better.,1.0,0,0.0,0.0,2.2,1.8,1.6,0.2,0.0,0.4,1,0,0,0.0
"John had been hiking for weeks. After deciding to leave the trail, he decided to go on another hike. As soon as he got on the path, the weather was perfect. As he was setting up his trail, John saw a deer. John was very scared of the deer, but decided to remain brave.",2.8,0,0.4,0.4,2.8,3.2,2.8,0.6,1.0,0.6,0,0,0,0.0
Gina decided to volunteer at a grocery store. She had volunteered hard over the last week. Now she was looking to find something to show her appreciation. So she chipped in with a gift and went to the store immediately. Gina was touched and cried with joy.,1.2,0,0.4,0.4,3.0,2.8,2.4,0.8,1.0,0.8,0,0,0,0.0
Gina was getting detention for finally not asking for it. She got to tell the teacher she got her phone in the room. She went to the desk and asked for it back. She turned and went to collect it when she got to her desk. Gina was going to pick up the phone when she saw the teacher.,0.6,0,0.2,0.2,0.8,1.2,2.4,0.8,1.2,0.2,0,0,0,0.0
Cara had taken the vote on a presidential election. Cara was nervous because she had never voted before. Carla's favorite candidate was a winner and was drawn into the cara. Carcay lost her vote to her opponent. Cari's friend cried because she knew she was no longer allowed to vote.,0.8,0,0.2,0.2,1.4,2.2,1.8,0.4,0.8,0.4,0,0,0,0.0
I have a dog that does not like to play with me. My dog is very big and full. My other dog is small and quiet. Both dogs do not like each other completely in the opposite. I do not have a pet dog but I do play with him anyways.,2.0,0,0.2,0.2,2.2,1.8,1.6,0.0,0.0,0.2,0,0,0,0.0
"Betsy was going to celebrate her birthday today. She was having dinner at a small, but she got a present. She put it on her neck and happily ate. Then she had a necklace she had gotten from her car. She ate it all the rest of the night!",1.8,0,0.0,0.0,1.2,1.2,1.0,0.4,0.8,0.2,0,0,0,0.0
Fred had a date with a girl. He was nervous because he was shy. When he got there she was shaking. Thankfully he ended up having a great time and doing well. Fred came back to her.,2.2,0,0.2,0.2,2.6,3.2,3.0,0.6,1.2,1.0,0,1,0,0.0
Joe was an accountant. Joe was a good accountant. One day Joe realized that he didn't have enough money. Joe went to the accountant's office. The accountant saw what happened.,1.4,0,0.0,0.0,1.6,2.2,1.0,0.2,0.0,0.4,1,0,0,0.0
Gina needed to walk her dog. She went outside to look for the dog. Gina couldn't find him. Gina went back to the yard and stepped on the dog's head. Gina's sister was gone and the dog could go.,1.6,0,0.0,0.0,1.8,1.0,1.4,0.2,0.0,0.2,0,0,0,0.0
Matt felt guilty about his past. He ignored his warnings. Matt had been sick lately. Matt was a vegetarian and left the hospital. Matt died from a heart attack and died to the rest of his life.,1.0,0,0.4,0.4,1.0,1.2,1.8,0.8,0.8,0.4,0,0,0,0.0
Dan was sure he would be a bad cook He was in a good job but the food was bad He felt bad for himself and had regret. He gave up on a call from a nice man,0.8,0,0.2,0.2,1.2,1.6,0.6,0.4,0.4,0.4,0,0,0,0.0
Tim was an amateur golfer in 2000. He bought a new clock. He was going to go into a tournament. He went to the tournament. Tim was happy he won the tournament!,2.2,0,0.4,0.4,3.0,1.6,1.6,0.6,0.6,0.4,0,0,1,0.0
"Juan wanted to make the best of anything. He decided to save his money. Every summer, he worked and saved money. Finally, he was able to buy the perfect home. Juan was a hardworking man who was very patient.",3.6,0,1.0,1.0,3.4,3.8,3.6,0.8,1.8,1.0,0,0,0,0.0
"Juanita had watched her dog, Sam, play with her cat. One night, Juanita heard Sam falling asleep. Juanita looked under her bed, and saw a nightlight on the music. Juan Anita tried to find Sam's room to feel better. Juanice fell asleep soundly, and Sam was asleep in Juanita's bed.",1.4,0,0.2,0.2,1.2,1.4,0.8,0.2,0.2,0.4,0,0,0,0.0
"I decided to rent a movie. After looking through the selections, I decided on one. I picked up a scary movie and sat down to popcorn. It was really scareful. I decided to never watch the movie that night.",2.8,0,0.6,0.6,3.2,3.0,2.6,0.4,0.8,0.8,0,0,0,0.0
Gina wanted to volunteer at a soup kitchen. She volunteered cooking for a week. She was having a hard time getting anything done right but she had a show in appreciation. She chipped her gift and took a small step to her soup kitchen! Gina was touched and cried tears of joy!,2.4,0,0.8,0.8,2.6,3.2,2.8,1.0,1.2,0.8,1,0,0,0.0
"Frank wanted to make his own Christmas. After leaving a box of Christmas books, he worked hard for months. The day before Christmas, Frank decided he would make some cappccino. To his surprise, all the tastes in the Christmas book were really good. Frank was able to save over $25 on his own.",1.6,0,0.8,0.8,1.6,2.2,2.6,0.8,1.2,0.6,0,0,0,0.0
Bob is a dog. Bob had a long day with his dog Bob went to the dog park to play with his dogs. Bob was having a very good time and could not wait to go home. Bob could not believe his dog was sad and went home.,1.0,0,0.0,0.0,0.6,1.2,0.6,0.2,0.4,0.2,0,0,0,0.0
"When we got into the car we could not wait to go to the zoo We got in line and could not believe it and got to the car We then saw a zoo lion, a monkey and a dog. Once we got to go, we got out of the car to see a baby giraffe. When we got back home, we went back to the monkey house to see the zoo",1.4,0,0.4,0.4,1.0,1.8,0.6,0.0,0.4,0.4,0,0,0,0.0
Sven was poor. He was the only one on the gang. One day the gang broke into his house. They robbed him and ran off on the train. The police caught them and took them away.,1.8,0,0.6,0.6,2.6,3.0,1.6,0.4,0.8,0.6,0,0,0,0.0
"Sara's mom told her she should give something to her sister, Sara's mom was loose, Sara went and cut her hair Sara's sister was mad but Sara's dad said she should keep her hair Her mom gave her a wig, and Sara wore her wig every day",1.0,1,0.4,0.4,1.8,1.6,0.6,0.0,0.0,0.4,1,0,0,0.0
Bob loved to watch his favorite show. He watched it all day and weekend. This made him list and invited his mom. Bob spent the weekend watching his favorite tv show.,1.6,0,0.6,0.6,2.0,2.0,1.0,0.2,0.2,0.2,0,0,0,0.0
Gina had a detention that would be finally over. Her teacher had taken her phone off. She went to the desk to ask if anyone was there. It turned out they had been collecting her phone. Gina had to pick it up to pick up the phone.,1.8,0,0.6,0.6,2.0,2.8,1.8,0.8,0.2,0.4,0,0,0,0.0
Mike was in love. He drove to the park. He wasn't interested in a girl. He fell in love with a girl named Jenny. Jenny proposed to Mike in a car.,0.8,0,0.2,0.2,1.8,1.2,1.4,0.6,0.0,0.4,0,0,0,0.0
"Kevin wanted to live a life of his own but he didn't have enough money. He was obsessed with saving but was not able to save. Kevin lived at home and had a miserable life and was a miser. Kevin's dad gave him a second job for the third year, Kevin saved up his first payment. Kevin finally was able to buy his own house after a year and had the money.",3.0,0,1.0,1.0,2.4,3.2,3.0,0.8,1.4,0.6,0,1,0,0.0
Bob got a tattoo. Bob wanted a wolf. His girlfriend had sketched him neat. She got him the tattoo. She gave him his name.,1.2,1,0.0,0.0,2.4,0.8,2.0,0.4,0.4,0.4,0,0,0,0.0
A man went to the library and grabbed a book. He hid the parts of the book in his car at the library. He asked his wife if she was home to read it. His wife did not want to try reading. The man left the library for another day.,1.0,0,0.4,0.4,2.2,2.2,2.2,0.2,0.2,0.4,0,0,0,0.0
"Nancy was a good student. She always had a good sense of being an average person but not very smart orian. One day, she tried to sneak out of the school room. She didn't notice anyone in the room was looking at her. Nancy had to cry because she couldn't get out.",3.2,0,0.8,0.8,3.0,3.2,2.6,0.6,1.0,0.8,0,0,0,0.0
I found a snake in a tree. I tried to hit it with a spade. It thought it was gone and didn't have any foundation. I went to my basement and found it. I was able to catch it and take it home.,1.2,0,0.2,0.2,1.6,1.6,2.0,0.8,1.2,0.2,0,0,0,0.0
I got a new job. It was two hours a week. The pay was bad. Some kids did not want the job. They found a new one and quit.,1.8,0,1.0,1.0,1.8,2.0,2.0,0.4,0.8,0.6,0,0,0,0.0
Gina and Kim went to bake together. The mom was sad. But her mom needed more money. She decided to bake instead. Gina got more money from the mom.,1.8,0,0.6,0.6,1.8,1.6,1.0,0.2,0.0,0.2,0,0,0,0.0
Pamela has purchased an antique. She thinks it will look beautiful and decor her home. She noticed someone with ashes. It was a very darkurn. She had trouble adjusting to the dark.,1.0,0,0.4,0.4,1.2,1.6,1.6,0.4,0.8,0.4,0,0,0,0.0
"Bob had a bad stomach. Bob's friend, Jim, dined him and called him into the room. Jim decided that seafood was bad for Bob and he had not eaten it. When Bob took the contents of the stomach, Bob felt ill. Bob decided to be more careful about where to go after that restaurant.",1.2,0,0.6,0.6,1.0,2.2,1.6,0.8,0.4,0.8,0,0,0,0.0
Jane was excited to go on a date with Tom. Tom said yes at first Jane did not like the idea of him being ahead. Jane got out of bed and noticed Tom was gone. Jane was disappointed she would not stay with Tom for the rest of her date.,2.0,0,0.2,0.2,2.2,3.0,2.4,0.6,1.2,0.8,0,0,0,0.0
"Sean and Sara were travelling to New York. They were going to take a train to Portland. They got on and checked into a hotel. When they walked into the hotel Sean and Sara felt sick. Sadly, they had to wait for a concert due to their sickness.",2.6,0,0.2,0.2,2.0,3.2,2.8,0.6,1.2,0.8,0,0,0,0.0
"I opened the box, and found envelope inside the box. I opened the envelope, and then went inside. Inside were a phone card and a note. I couldn't hear anything, so I drove off. I went back inside to call someone to find out where I was going.",0.6,0,0.2,0.2,1.0,1.8,2.6,0.2,0.8,0.4,0,0,0,0.0
"Ellie really wanted a new pet fish. She went to the fish store and bought one. Ellie then filled it with gravel and put it in her tank. Lastly, she added some fish to her tank and let it live. Ellie really thought how big she looked and had a new fish!",2.6,0,0.6,0.6,2.8,1.8,1.8,0.6,0.8,0.8,0,0,0,0.0
Peter loves eating pies. He had a big party last year. He went to a slice of pies for his party. The pie was delicious on the side. Peter was happy that his food was finally full.,1.6,0,0.4,0.4,1.6,1.6,1.4,0.2,0.4,0.4,1,0,0,0.0
John was diagnosed with breast cancer. John was very sad. He decided to enroll in chemotherapy. John struggled and did not live long enough. John died from cancer.,1.8,0,0.6,0.6,3.6,3.8,3.0,1.0,1.4,0.8,0,0,0,0.0
John saw that his dog swallowed his soda. His dog had a sore throat. He heated up some water to melt the ice. He gulped it down quickly. John was relieved to have his dog's throat cleared.,3.2,0,0.8,0.8,2.8,1.6,2.2,1.0,1.0,0.4,0,0,0,0.0
My husband's wife had rented a car for a year. The car she got a horrible job at. She had a wipers that didn't work in the headlight. The windshield wipers started to get dirty. My husband decided to rent a car from the company instead.,0.6,0,0.0,0.0,0.8,2.2,1.4,0.2,0.8,0.4,0,0,0,0.0
Lou had a bad diet. He tried eating a little less and going on a diet. Lou struggled to lose the weight. He added more healthy foods to his diet. Louis lost the weight and started eating healthy foods.,2.4,0,0.6,0.6,3.8,2.6,2.8,0.4,1.2,0.8,0,0,0,0.0
"I love to eat at a nice restaurant for dinner each Thursday. Last Thursday I chose a very good steakhouse. The food was so good that I ordered steak, fish and the food was delicious. The staff was very friendly and quick to eat. I love to go there often.",3.4,0,0.6,0.6,3.6,3.2,2.8,0.2,0.8,0.8,1,0,0,0.0
Sam was looking for a new job. He loved the job he was looking at. He could not find another job. Sam started to worry about his job. But he eventually found another job after a while.,2.6,0,0.4,0.4,2.6,2.6,2.6,0.4,1.0,0.4,0,0,0,0.0
Jane had a very bad boyfriend Shawn. She did not think she had anything to do with it. One day Jane's older son was born. Jane's son was told he had cancer. Jane had missed her very much and never had the boyfriend.,1.2,0,0.0,0.0,0.4,1.0,1.2,0.6,0.0,0.2,0,0,0,0.0
"Dan was playing golf in his yard. He had a great time and was always good at play, even small. Dan didn't know how to use his golf swing and couldn't compete. His dad took him to the bowling alley and he got a perfect score. Dan could remember his dad and dad played golf for Dan!",1.0,0,0.4,0.4,1.6,1.6,1.8,0.4,0.6,0.4,0,0,0,0.0
Sandy and Katie were both sad when their mother went out to the farm. The little girl was not a big dog and Katie was a puppy. Sandy and Katie went to the family farm and adopted a puppy named Sandy. Sandy felt bad and decided to take the dog home and keep her. Sandy now has a pet dog and they are very happy.,1.0,0,0.2,0.2,1.0,1.4,1.4,0.4,0.4,0.2,0,0,0,0.0
My family was sharing a bowl of soup. Mom and dad were reading a book on the kids. Dad had the time off and I had the kids stay. They played a game of hide and seek. The kids had fun playing hide and hunt.,0.4,0,0.8,0.8,2.2,2.0,2.2,0.4,1.0,0.2,0,0,0,0.0
Jennifer walked towards the car as the door opened. She didn't have enough time to see the cat that had disappeared. A small woman walked towards her cat. She put up flyers for Jennifer to contact with information. Jennifer and the cat were acting very hungry.,1.8,0,0.2,0.2,1.4,2.2,1.4,0.4,0.6,0.0,0,0,0,0.0
"My friend was out one day. He tried to see me. I tried getting in but it was different, and it turns out I had different measurements. After getting the biggest one I popped the other one out. He laughed when I told him that he was trying it on his own.",0.8,0,0.0,0.0,0.4,2.4,1.4,0.4,0.4,0.6,1,0,0,0.0
The man cleaned the yard. He tried to keep it cleaner with a hose to soak it. He wiped up a brush. He put it back to use as a cleaner. The hose came out sparkling.,2.0,0,0.2,0.2,1.6,2.2,3.0,0.2,0.8,0.2,0,0,0,0.0
"For her birthday, Jessica wanted a pony. She asked her dad if she could have a pony with her name. Her dad said no. He gave her a pony instead. Jessica was disappointed and wanted to be a pony again.",2.8,0,0.2,0.2,1.4,2.4,1.2,0.4,0.2,0.6,0,0,0,0.0
I need to make dinner for my wife. I decide to bake a big egg hunt. I dumps the eggs with water to make the eggs. Finally the eggs are done. I lunches on the eggs before using them to make lunches instead of using boiled.,1.0,0,0.0,0.0,1.2,1.0,1.2,0.4,0.2,0.2,0,0,0,0.0
James had to work on a new game for a company. James took a new coworker out to play with him. James played his new game with the new coworked coworker. James did a good job well on the game. James felt good about his practice on the home.,1.8,0,0.2,0.2,2.4,1.8,1.2,0.0,0.2,0.4,0,0,0,0.0
Jane had always enjoyed working withearn. After college she started working with it. It was Mechanical Turk. She was able to participate in her home in a Mechanical Turk account. Jane had a successful career in Mechanical Turk for the first time.,1.6,0,0.6,0.6,3.8,2.0,1.4,0.2,0.6,0.6,1,1,0,0.0
Sal was eating breakfast. He tripped and fell. He twisted his ankle and went to the ER. The ER said he needed to wear a brace. Sal wore a brace to help with his ankle.,2.2,0,0.6,0.6,3.4,2.6,2.8,0.2,1.0,0.4,0,0,1,0.0
"Billy loved the school. His first day of school was in the shower. Billy was dressed in a nice suit and a brown headband. He ate breakfast, then he went out for a walk. Billy's day was a very methodical day.",1.8,0,0.2,0.2,1.6,2.8,1.2,0.2,0.0,0.6,0,0,0,0.0
"The slide in town was a scary slide to walk on. One day, an old dog walked on the platform. The dog got scared of the slide. The owner continued to walk up to the dog. The old dog ran after the slide after that.",1.6,0,0.4,0.4,1.8,2.4,1.2,0.2,0.0,0.6,0,0,0,0.0
Today was Jim's first day of work. He was excited to meet his new boss. He beat the guy he always made a failure. Jim got in the car and told his boss the new guy was a terrible driver. Jim's boss fired him and Jim didn't make it.,1.0,0,0.2,0.2,1.2,1.4,1.6,0.2,0.4,0.4,0,0,0,0.0
