story,arc
"Alice wanted to go to school to become a veterinarian. She worked hard all throughout high school to have good grades. She even volunteered at the local zoo to pad her resume. When the time came, she applied to many different schools. She cried of joy when she received her first acceptance letter.",desire - neutral - approval - joy
My laptop didn't want to work. It stopped turning on for some reason. I tried a few different things to fix it. Finally I got a new charger off the internet. Now it comes on every time.,disappointment - neutral
"My laboratory professor was explaining today's lab. He told us not to pour water followed by an acid. While I was looking at my notes, I barely paid attention. When the experiment began, I poured water before an acid in a tube. My professor was very upset.",neutral - disappointment
Jack liked to take trips on the weekends with his friends. They often liked to go skiing in the mountains. Jack theorized that this weekend would have perfect skiing weather. He told his friends to drive with him up to the resort. They rented a car and had a wonderful time skiing.,joy - neutral - approval - neutral - joy
Brad was sick with a cold! He wanted to go out and play! He was too weak to move. His mother gave him soup and medicine. Brad's mother was very caring.,neutral - sadness - neutral
"Barry had only one thousand dollars left in his bank account. He needed to find a job. He searched for 3 months. Eventually, his money ran out. He had to go to a homeless shelter.",neutral - realization - neutral
Juan wanted to make tacos for his family tonight. He went to the grocery store and bought the ingredients. As he was preparing dinner he realized he forgot the tortillas! He wanted to go back to the store but it was closed. Juan's mother showed him how to make a taco casserole instead.,neutral - realization - neutral
Lena was sick. Lena was sad because she wouldn't see her friends at school. So she took her vitamins. She got better quickly Lena went to school only to find out her friends were sick.,neutral - sadness - neutral
Jim was farting a lot more than usual. His wife became concerned because they smelled unusually terrible. She insisted that he go see a doctor. Jim's doctor told him he is becoming lactose intolerant. Jim's wife was relieved to find the source of the problem.,neutral - disgust - neutral - relief
Tim bought a new lamp today. He went home to set it up. Tim opened the box and followed the instructions. He assembled the lamp within five minutes. Tim was pleased the lamp was so easy to set up.,neutral
"Sandy had taken dance for ten Year's. She was about to graduate and wanted to tryout for dance team. She practiced and practiced. On the day of tryouts, she broke her toe. She could not participate in the tryout with the injury.",neutral - desire - admiration - neutral
"Morgan loved tea. She bought a travel mug to bring tea with her to school. She drank all of her tea on the drive to school. So, when she got to school, she had to fill up with more hot water. Morgan was glad she remembered to bring extra tea bags with her.",love - neutral
"Beth started collecting dolls. She bought dolls online and at flea markets and antique shops. Soon Beth's house was full of dolls. When a friend came to visit, there was no room to chat in the house. They had to move the dolls to sit down.",neutral - disappointment - neutral
"Jim was in a go cart race. He designed his go kart by himself. While he raced, his tires fell off. He didn't know what to do. He wasn't able to finish the race.",neutral
"Bob was warm and tender towards his wife. He wanted to get her a very special gift for Valentine's Day. He asked all the people he knew what he should get her. They all had different opinions, leaving Bob confused. Bob finally went with his instincts and picked the perfect gift.",neutral - joy - neutral - confusion - neutral
"Ida had tickets to a two-day outdoor music festival. She was sad when it began to rainy on day one. But then she saw that other attendees weren't upset. They just danced in the rainy, so I followed suit. Ida was glad she could dance in the rain at the festival.",excitement - sadness - neutral - approval - joy
Jeff was walking home to only see a tornado at a distance. Jeff knew he was in danger so he went to a nearby house. He rang the doorbell and asked if he can stay until tornado dies off. The homeowner let Jeff inside. They huddled in the bathroom as the tornado raged overhead.,neutral
"Anna wanted to bake a cake for her mom's birthday. She tried twice, but both cakes fell flat. Then she found a solution. She went to the bakery and bought a cake. Her mother enjoyed the cake greatly.",joy - disappointment - neutral - joy
"Ron had just found out that his family was moving to a farm. Ron was nervous. He knew nothing about animals. But when he got to the new home, he was surprised. Ron found that he rather enjoyed living on a farm.",neutral - nervousness - neutral - surprise - joy
"Ron has anger problems. During a trip to the store, he got angry at a slow cashier. The cashier was sassy, and egged him on further. Ron grabbed the cashier by the shirt, and pulled him over the counter. Ron was arrested.",neutral
"My friend and I decided to start a band and perform for our families. I was singer and my friend played guitar. We practiced in my garage. Eventually, we got pretty good. We performed a small show for our families the next weekend.",neutral - joy - neutral
A boy Jack had been asking his parents to get a puppy for months. After all the time he asked they finally gave in and said yes. Jack spent about thirty minutes looking online for a puppy. He found one in the area that he lived. Jack then showed the online puppy and pleaded with them to get it.,neutral - approval - neutral
Jon loved the night sky. He would spend many of his nights looking at the stars. His mom saw that he loved the night sky. His mom bought him a telescope. Jon used his telescope often.,love - neutral
Jack went on a trip to the store. He really needed to buy some eggs. He looked everywhere but could not find them! He asked the clerk where they were. The clerk told him to find the eggs.,neutral - disappointment - neutral
Jimmy climbed on to the counter while his Mom was distracted. He nimbly scurried to where the stove burner glowed red. Jimmy screamed when his outreached hand touched the burner. His Mom appeared instantly and whisked him away from it. Jimmy cried.,neutral - fear - neutral
"Billy buried some treasure in his backyard. He drew a map so he wouldn't forget where he'd put it. Years passed and Billy's family moved. Decades later, he went back and used his map to dig it back up. He found many treasures from his childhood.",neutral
"My mom took me grocery shopping. She let me pick out all the food. I picked out a lot of candy and snacks! Then, she went to the register and paid for it all. I ate a lot of candy that day.",neutral - excitement - neutral - joy
Joe got fired from his job. He was sad. He needed money for bills. He called  up grant. Grant loaned Joe some money.,neutral - sadness - neutral
Rakesh decides that he would like to cook lobster for dinner. He visits the local seafood market and picks a huge lobster. Rakesh brings it home and boils it in water. He eats the lobster with butter and corn on the cob. Rakesh loved eating lobster.,neutral - love
Ron woke up and looked out the window. The street was covered in a foot of snow! School was canceled that day. Ron spent the whole day playing in the snow with his friends. Ron was very happy.,neutral - joy
My brother loved candy. He ate a lot of it. He left the wrappers on the counter. Our mother scolded him for it. He didn't listen until we got a lot of ants one spring.,love - neutral - realization
Brad wanted eggs for breakfast. Brad was all out of eggs! Brad cried for a long time. Brad's mother came home with eggs! Brad had delicious Eggs Benedict.,neutral - admiration
"Paulo had always wanted to serve in his student council. However, he was worried he wouldn't be elected. Paulo asked many students for their support in the election. Finally on election day, Paulo was elected to student council. Paulo felt proud of his accomplishment.",desire - fear - neutral - approval - pride
"Patrick's parents raised ducks. One day, Patrick was playing near the ducks. One of the ducks started chasing him! The duck caught up to Patrick and bit him on the leg. It didn't break the skin, but Patrick was scared and cried!",neutral - amusement - neutral - fear
I am a different person than I used to be. I used to be heavyset but I lost weight. I took up swimming and lost the weight. I worked out three times week and ate healthy every day. I am much healthier now.,realization - neutral - approval - neutral - joy
Jane's girlfriend works at a flower shop. She never gets tired of her work. One day Jane decided to get her a rose. Even though her girlfriend saw many a day she loved it. Jane's girlfriend was a die-hard flower lover.,neutral - love
"Damon lost his wallet with his ID in it. He searched all over the house. He couldn't find it anywhere. He eventually just went and got a replacement ID. The next day, Damon found his wallet under the bed.",neutral
Bob was going to take his daughter to see Grandma. The two drove to Grandma's house a few miles down the street. Grandma welcomed them with open arms. The 3 of them had a big dinner at night. Bob's daughter thanked Grandma for the delicious meal.,neutral - gratitude
Sue's cat was nowhere to be seen. Sue searched for her cat for hours until she heard purring outside. Her cat was stuck in the tree. Sue called up the fire department. Suzi's cat was saved.,neutral
Ava brought home a catfish. She put it into her tank. She wasn't sure how the other fish would react. She watched apprehensively. All the fish got along fine.,neutral - fear - optimism
I love to go to the movies. I used to go almost every single weekend. There was a theater about ten minutes from my house that was decent. It closed down though and now I have to drive far to see movie. It costs more for gas to the other theater.,love - neutral - admiration - neutral
I bought a new car today. It is shiny and red. The inside smells so fresh and clean. I love the car so much. I drive the car everywhere I go.,excitement - approval - admiration - love - disappointment
Teresa was an artist. She made a beautiful sculpture of an angel. She entered it into an art contest. The judges liked the sculpture very much. She won the contest and was proud of herself.,neutral - admiration - neutral - love - pride
"My dog waited for me by the house front door. We walked to the park for playtime and exercise. The dog and I walked around the block before returning home. When we walked through the front door, she took a big drink of water. Then she lay down and took a nap.",neutral
"Matt found a puppy wandering down the street. It looked lost and scared, so Matt took it home. Matt's mom called some neighbors, and eventually found its owner. The puppy's owner was so relieved to know his puppy was safe! The puppy's owner gave Matt a reward for finding it.",neutral - fear - neutral - relief - neutral
Mike bought a new bike to ride in his town. He cycled from his house to a friend's house. On the way he met a group of kids riding bikes as well. Neiter Mike nor the kids were wearing helmets at the time. Mike accidentally collided with the kids.,neutral - disappointment
"Lucy placed a pan of food into the oven. She set a timer and sat down to watch television. After awhile, she smelled smoke. Quickly, she checked the timer and realized it never went off. Lucy realized the meal was burned.",neutral - realization
"Tim's history class was first thing in the morning. He arrived to class very tired. He started to nod off. When he woke up, class was almost over. Tim failed the final exam.",neutral - sadness
Amy called her internet provider for help. She explained her issue to the representative. They person gave an answer that in no way acknowledged her issue. Amy repeated her issue to no avail. Amy hung up the phone angrily.,neutral - anger
"Sam regretted not starting his history essay earlier. He typed up his closing paragraphs. All of a sudden, his screen was covered in a large blue error message. Sam shrugged and restarted his computer. He was disappointed in his broken computer.",remorse - neutral - realization - neutral - disappointment
Doug and Molly decided to go the park to take a walk. While they were there they found a stray dog. They carried the dog back to their apartment. They posted an ad online to try to find the owner. They never found the owner and kept the dog.,neutral
"Bill's father told him to keep practicing his piano scales. He was an expert pianist, and wanted the same for his son. Bill was too young to understand the value of practice. He bitterly sat at the piano, playing his scales over and over. As Bill got older, he realized all of that practice help him.",neutral - admiration - realization - neutral - realization
Lance wanted to have a romantic evening with his wife. He put the kids to bed early and started dinner. He forgot to check the cooking and burned down the kitchen. His wife arrived to the fire department. His wife was so angry she took the kids to sleep at the Grandmas.,neutral
"Maria wanted to learn Spanish. She decided to fully immerse herself in it. She bought a one way ticket to Spain. After six months, Maria could speak fluent Spanish. Maria was proud to learn a new language so quickly.",neutral - realization - pride
Jay got stuck in an elevator on his way out of his office. It stopped between floors and the lights flickered. Jay was terrified! He battled his claustrophobia for two hours. After two hours firefighters came and rescued Jay.,neutral - fear - neutral
"Ben was babysitting. He had never babysat before and he was nervous. He found that the little boy was fun to watch, though. Soon he and the kid were laughing and playing games. He ended up babysitting to pay for college.",neutral - nervousness - neutral
Ted always wanted to be a senator. He finally got the chance to run. He was eager to make a difference. Unfortunately a personal issue derailed his campaign. Ted decided to run for county magistrate a year later.,desire - neutral - excitement - sadness - approval
"Julie had a pretty pink ball that she loved to bounce outside. One day, it bounced too far and went into the street. It rolled down the hill and over the curb. It then rolled into the creek. Next time she got a ball she was more careful with it.",love - neutral - realization
"Bob decided to hike in the jungles of Indonesia. He bought a plane ticket and packed his bags. When he arrived, he realized he forgot his malaria vaccine. He decided to hike the jungle regardless. Bob had always been reckless.",neutral - realization - neutral - annoyance
"John had had a bike since he was 14. John is now in his early 40's. John's son, Carl, just turned ten. Carl showed interest in his dad's bike in the garage. Carl decided to give the bike to his son.",neutral - approval - neutral
Kim had eaten deer meat without knowing what type of meat it was. She found the thought disgusting. She ran to the bathroom as she gagged. By the time she reached the bathroom the gagging had subsided. She slowly drank a glass of water to calm her stomach.,neutral - disgust - neutral
Carl looked into a telescope for the first time at 9-Year's-old. He was immediately breath-taken and full of wonder. He decided he had to learn more about the cosmos. He studied science and astronomy through high school and college. He ended up becoming a scientist.,neutral - surprise - neutral
"Julie had a coworker named Barry who loved to make trouble for others. Barry told Julie, who was new, that she should dress up for Halloween. Julie, who was naive, came to work dressed as a cat on Halloween. She was the only one in costume! Julie was incredibly embarrassed.",neutral - embarrassment
"I was riding my bike to work one summer morning. I was a little late, so I was in a hurry. I was biking a little recklessly. To my dismay, my reckless biking caused me to get in an accident. From then on, I made sure to leave myself plenty of travel time.",neutral - realization - approval - embarrassment - realization
Gina whispered to Mary in detention. The girls giggled together. Gina could tell the teacher wasn't pleased. They continued to whisper. The teacher told them to stop talking.,neutral - joy - neutral
Daniel got home from a night out on the town. He noticed the lights in his home wouldn't turn on. He checked the fridge. It was not on. Daniel went to check the breaker box.,neutral - realization - neutral
The cop pulled me over at night. He said I had been speeding. He went back to his car. I waited with the lights flashing behind me. I hoped he would just give me a warning.,neutral - optimism
Melissa was tired of trying to get her son up for school everyday. He was always late going out the door. Melissa asked her mother for advice. She decided to try one of her mother's suggestions out. Melissa's mother suggested putting her son to bed earlier.,neutral - approval - neutral
Mark was a pro wrestler. He was getting ready for a big fight. He was nervous but practiced tediously. On the night of the fight he had won all rounds. Mark became famous and made a lot of money.,admiration - neutral - nervousness - excitement - admiration
Rex has always wanted to visit Argentina. He saves up his money for the big trip. Finally he has booked his flight to Argentina. He eats delicious food and drinks many types of wine. Rex enjoys himself.,desire - neutral - admiration - joy
Jay and Bella loved fish tanks. They had everything they needed for a new tank except for some plants. They set the tank up and ordered some plants from a web site. It took 2 weeks for the plants to arrive. They bought some fish.,love - neutral
Sandra had always wished for a pet turtle. She told her parents she would be responsible for it. At first her parents didn't agree. Eventually Sandra convinced her parents she should get a turtle. She loved her new turtle.,desire - neutral - disappointment - neutral - love
"A group of children played marbles one afternoon. Or at least, they tried to. There was a great deal of arguing. Ultimately, they gave up and played something else. The children decided to play hide and go seek instead.",joy - neutral - admiration - neutral
Jessica wanted to feed the birds without buying feeders. She gathered a bunch of pinecones under the trees. Strands of ribbon were attached to each one. She rolled the pinecones in peanut butter and bird seed. She hung the pinecones from the trees and waited for the birds.,neutral
"Last Friday I ate lunch with my niece. We went to a restaurant that had a jungle theme. My niece was excited because the restaurant was so cool. We ate our meals, and shared a dessert. This would be our new favorite restaurant.",neutral - admiration - neutral - love
"Betsy comes home late one night and wants to eat something simple. She notices that she has spaghetti and sauce in the house. She quickly cooks and eats a pot of spaghetti. After eating, she falls asleep on the couch. She was full and happy.",neutral - joy
"Han and Leia once fought in a great battle together. Leia's brother also fought with them. They were all heros. Many Year's later, Han and Leia had a child. Their child looked like both of them.",admiration - neutral
Gina was not supposed to use her phone in detention. So when she dropped the phone she knew it was trouble. The teacher held the phone and stared at her. Gina pretended it wasn't her phone. Gina's teacher wasn't fooled at all and gave her more detention.,neutral
Jill had problems breathing one day. She went to the doctor and she discovered she had anxiety. She began to practice meditation. Her anxiety is now under control. Jill was glad she went to the doctor.,neutral - realization - neutral - nervousness - joy
"Jan had to pick up her daughter after class. In a hurry, she drove to school in housecoat and slippers. Jan waited in the car for her daughter, who didn't show up. Worried, Jan went to the door of the class to find her daughter. Then she realized it was Saturday.",neutral - sadness - realization
"Sara was a dancer. She was practicing for her recital. As she went to go on pointe, she heard a loud pop. Sarah broke her big toe. Sara cried out in pain.",neutral - sadness
Todd played hockey. Tonight was the big game. All his friends would be there. He was nervous. Todd's knees shook as he skated because he was nervous.,neutral - excitement - neutral - nervousness
Joan kept waking up from her roommate playing music. She complained that she had trouble sleeping. Her roommate promised to be more considerate. Her roommate began wearing headphones. Joan was thankful that her roommate was so caring.,neutral - gratitude
"A man named Pete got off of work. After work, he drove to the gym. He went into the gym and found a workout machine. While working out, Pete worked up a sweat. He showered after he finished working out.",neutral
Clare wanted to go for a walk. So she went outside and walked around her block. But the sun began to rise. And Clare began feeling hot. She took off her jacket to cool off.,neutral
"Nina needed cash for a prom dress. She decided to deliver papers to earn money. She rode her bike passing out papers. After a week, it was time to collect her pay. She earned enough to buy the dress.",neutral - admiration
Gina and her friend Tami were walking around the playground. They talked for 5 minutes. Now they were out of thing to discuss. Gina racked her brain but could find nothing to say. They just walked comfortably in silence for a while.,neutral
"Harry was especially talented at computer repair. His mother called him over to fix her computer. He could not figure out what was wrong with it. Finally, he realized the problem. Harry quickly fixed the problem for his mother.",admiration - neutral - confusion - realization - optimism
Stacy bought a bag of chips. She took them to the park to eat a snack. Her friend Kevin was also at the park. Stacey shared her chips with Kevin. Kevin thanked Stacy and they enjoyed their time at the park.,neutral - gratitude
"Dana's mother came to visit for a week. Dana's husband Glenn thinks her mother is trying to poison him. During breakfast Glenn stomach starts to cramp. Glen becomes outraged. However, turns out to just be gas.",neutral - fear - neutral
Kendall was exhausted. She had about twelve different shows to do this fashion week. The work was tiring. Thankfully the pay was good. Next week she would relax when it was all over.,neutral - annoyance - gratitude - neutral
"When I was young we used to drive from Florida to Michigan yearly. We would pack up all our stuff and load them into the truck. We would leave early in the morning to make the most of our time. Driving, eating, and sleeping were the only reasons we would stop. My dad always drove safely and we arrived quickly.",approval - neutral - approval - neutral - approval
"Gill's favorite character was Columbo portrayed by Peter Falk. Gill had seen every episode. Gill even owned all of them, including the many later seasons. Gill started acting like Columbo sometimes. Her attempts at solving murders, however, were less successful.",neutral - approval - neutral - disappointment
"Chad wanted to bowl a perfect game. Last Saturday he came close. He had all strikes and only needed two more. He missed his second to last one. He did not miss the last one, but was still disappointed.",desire - approval - neutral - disappointment
He watched in anger from outside the window. The lovers were oblivious to his presence. He burst through the door and was atop them in moments. The other man struggled but he was too weak to prevent his own demise. His cheating wife called the police and he was arrested.,anger - neutral - sadness - anger
"Ivan got bitten by a mosquito on a forest hike. The bite was red and itchy, but it didn't bother him at first. Then it swelled up terribly and became sore. A doctor looked at it and told Ivan the bite was infected! Ivan bought mosquito repellent for his next hike.",sadness - approval - sadness - disgust - neutral
Paige was a very good student. She always got the best grades out of her friends. However one week she got very sick. She fell behind in her studies. Paige had to rely on her friends for their support.,admiration - neutral
"One day, John met a cute girl named Jessica. He enjoyed talking to her and spending time with her. John asked Jessica to go out with him on a date. She said yes, and they had a good time. John was glad he asked her on a date.",love - joy - neutral - joy - neutral
The flute that sits on the shelf covered in dust. One day a man comes in the store and takes it home. This man wipes away the dust. He starts playing a song. The flute sounded beautiful.,neutral - admiration
Maggie was scared and excited to go on the space mountain ride. Her and her mother waited in line for what seemed like two hours. When the line was shorter the two got to the front. They stepped in the cars and put on their seatbelts. The ride was very fun for Maggie.,excitement - neutral - joy
"My friends all love to go to the club to dance. They think it's a lot of fun and always invite. I finally decided to tag along last Saturday. I danced terribly and broke a friend's toe. The next weekend, I was asked to please stay home.",joy - approval - fear - neutral
"Avery was married with children. She was tired of her boring life. One day, she decided to meet up with an old boyfriend from college. She made poor decisions that night and was unfaithful to her husband. Avery regretted what she did the next day.",neutral - sadness - neutral - sadness - remorse
"John was writing lyrics for his new album. He started experiencing writer's block. He tried to force himself to write but it wouldn't do anything. He took a walk, hung out with some friends, and looked at nature. He felt inspiration and then went back home to write.",neutral - disappointment - neutral
"There was an extremely obnoxious boy in Kerry's economics class. He monopolized every class discussion with his mediocre ideas. The professor could never get him to be quiet. One day, he showed up to class with laryngitis. Kerry was so grateful!",disgust - neutral - gratitude
"Brandon was given a 10 page research paper to write for class. He begun working on the paper on his 2003 Dell laptop. Brandon stayed up until 1 in the morning to try and finish his paper. Suddenly, his computer crashed and died. Luckily he had been saving everything on an external disk.",neutral - grief - joy
Ari spends $20 a day on pickles. He decides to make his own to save money. He puts the pickles in brine. Ari waits 2 weeks for his pickles to get sour. Ari opens the jar to find perfect pickles.,neutral
Trudey wanted to write novels for a living. She wrote one through traditional publishing means. It barely made enough to cover the advance she had received. She wrote another through self-publishing avenues. Trudey hoped self-publishing would be more profitable.,neutral - disappointment - neutral - optimism
"Oliver was nervous about his wedding. He was worried that he would stutter during the vows. When the time came, he took a deep breath and began to speak. He stuttered, but his wife smiled and hugged him and he was okay. Oliver was so grateful for his wife's love.",nervousness - fear - neutral - gratitude
Sara had lost her cat. She was so sad! She put up signs all over the neighborhood. Then a wonderful thing happened. Somebody found her cat.,sadness - neutral - excitement - neutral
Kelly was playing her new Mario game. She had been playing it for weeks. She was playing for so long without beating the level. Finally she beat the last level. Kelly was so happy to finally beat it.,neutral - disappointment - admiration - joy
"When I was a kid I really wanted to play checkers. I sat down with my grandpa and he taught me. At first, he was just teaching me but it became a special thing. As I got older, I continued to play checkers with him. I have very fond memories of checkers.",amusement - neutral - excitement - neutral - joy
Ivy wanted a cell phone like all her friends. She saved up her money from delivering papers. Soon she had enough for a phone. She went shopping and selected the perfect phone. She loved her new phone.,neutral - realization - neutral - love
Dave walked into the grocery store. He was going there to buy his favorite energy drink. He only had enough money to buy one can. He reached the aisle and what he saw made him smile. They were on sale.,neutral - joy - neutral
"Ramona was very unhappy in her job. She asked for a raise, but was denied. The refusal prompted her to aggressively comb the want ads. She found an interesting new possibility and set up an interview. She was offered the new job at a higher salary.",disappointment - disapproval - neutral
"I wanted to buy a video game console. I asked my parents, and they came up with an idea. They said if I did my chores, I would be given money to save. I did my chores without being asked every week for a whole summer. My parents gave me enough money to buy the console.",desire - neutral - approval
Ed liked movie night with the family. They would get treats and drinks and huddle around the tv. They were watching Aladdin tonight. But Ed fell asleep before it ended. Ed regretted falling asleep.,love - neutral - remorse
"Marsha had just moved in with her husband. She had never cooked a meal before, and that was her job tonight. She had envisioned herself cooking a fantastic meal. Unfortunately, she burnt the chicken and overcooked the rice. Marsha was devastated.",neutral - admiration - disappointment - fear
"Veronica knew she desperately needed to drink more water. She didn't really want to turn to flavored powder products. While searching for ideas online, she stumbled across a fruit infuser. She ordered the cool bottle that holds fruit to flavor the water. Veronica was trying to live more healthfully.",neutral - approval - caring
I was at the laundromat last Sunday. There was a cute girl doing her laundry there too. I went up and started making small talk. She smiled but didn't seem interested. I left her alone but kept sneaking little glances.,neutral - admiration - neutral - embarrassment
"Gina needed to decide what topic she would write a speech on. She had no clue where to start. She liked fish, and thought this might be a good subject. She decided she would give a speech about dolphins. She went to the library to research and gave a great speech.",neutral - love - neutral - admiration
"It was autumn. Todd's yard was full of leaves. He decided he needed to rake them all up. Once he was done, he put them all in a bag. Todd put them out in the trash.",realization - neutral
"Larry was excited to eat steak for dinner. He made a reservation for 7. He eagerly waited all day for the time to arrive. When he got there, the waiter told him they were out of steak. He had to have grilled chicken instead.",excitement - neutral - excitement - neutral
"Logan always loved being outside. One day, while playing outside with his dog, Logan was stung by a bee. He cried in pain and raced home. Logan's mother put ice on the sting until it felt better. Then he went back outside to play with the dog.",love - disappointment - sadness - neutral
The two hunters debated their location within the forest. They did not know if they had reached the right spot. Their attention was distracted when a huge buck entered the glade. The men were struck with awe. It was then that they knew they were in the right spot.,neutral - confusion - neutral - surprise - neutral
Jake's dad took him to his first football game. They got there early and had really good seats. They ate hot dogs and drank soda as well! Jake even saw his favorite player during the game! Jake had a great time at the football game with his dad.,neutral - joy - approval - neutral - joy
Tim wanted to do something for his girlfriend on her birthday. Tim planned a romantic getaway in the Bahamas. Tim surprised her a week before her birthday. His girlfriend was so grateful for the vacation. Tim was happy with her reaction to the gift.,neutral - joy - surprise - gratitude - joy
Three little girls were standing by a pool at a party. One of the girls accidentally pushed the youngest girl into the pool. The little girl couldn't swim well and started to sink. Her dad noticed and came running out and pulled her out of the water. The little girl was saved by her dad.,joy - neutral - disappointment - realization - neutral
"Josh played basketball every day. His goal was to be able to make any basket on the court. One day, someone challenged him to a contest. Whoever makes the most shots would be the winner! He made the most shots and won the contest.",neutral - desire - neutral - excitement - admiration
I asked Sarah out on a date. She said yes. I was so excited for our date together. We went to dinner and then a movie. I got to kiss Sarah goodnight.,neutral - approval - excitement - neutral - love
Amayah's birthday is coming up. She will be five Year's old. Her mom is throwing her a princess party. She is invited a lot of her friends from school. Amayah is happy to be the princess at her party.,excitement - approval - neutral - joy
My niece loves the Frozen movie. She always wants it put on. She goes around the house singing. She loves screaming let it go. She sings it over and over again.,love - neutral - love - neutral
Last night I attended a cocktail party. I wore my new white dress. Everyone at the party loved it. However to my dismay I spilled wine all over it. I was so angry at myself!,neutral - love - surprise - anger
"Keith went to a pet store to see the animals. The store had fish, small animals, and a few puppies. The fish were of all different colors and sizes. Keith petted a few of the puppies. Keith watched some of the colorful fish.",neutral
My sister in law Sue was angry last week. Her boss Cara accused her of putting too many people on a shift. Sue said she did not make the schedule the day in question. She pulled the timesheets to prove her point. Her boss apologized for the accusation.,neutral
"Andy loved the beach. He asked his mother if they could go to the beach. His mother took Andy to the beach. On the way to the beach, it started to rainy. Andy was sad about it.",love - neutral - disappointment - sadness
Ana was tanning on the beach. She dozed off in the warm sun. She woke three hours later. Her eyes widened as she looked in the mirror. Ana was extremely sunburnt.,neutral - joy - neutral
Today Sally went for a hike. She loved walking through the woods. She saw a beautiful robin in her nest. Sally loves robins. She was excited.,neutral - love - neutral - love - excitement
"Jennifer felt her stomach grumble. She thought about the last time she ate and realized it was long ago. She got up off the couch and went into the kitchen. After cooking a big meal and eating it, she felt good again. Jennifer was not hungry anymore.",neutral - realization - neutral - relief - neutral
"I recently went to the zoo with my friends. We met there and entered together. We saw lots of animals, such as giraffes, monkeys, and elephants. We even were able to feed the giraffes. After the trip, we went home very happy.",neutral - approval - neutral - joy
One thing that Tina wanted to do in NYC was go to a hot dog stand. She finally saw a Nathan's stand and ordered a traditional one. The food tasted amazing. It was expensive but worth it. She was happy with the hot dog.,desire - neutral - excitement - approval - neutral
Jim complained that his wife never did the dishes. She then complained that Jim never cooked dinner. The next day they decided to switch their roles. The meal was horrible and dishes didn't get cleaned well enough. They both decided to go back to their previous roles.,neutral - disgust - neutral
Elda had a craving for french fries. She decided to make them herself. She sliced up potatoes and dropped them in bubbling oil. Then she pulled them out when they were golden brown. Elda's french fries were perfectly cooked.,desire - neutral
The zookeeper closed the zoo for the night. But he didn't check the rhino cage. It wasn't latched properly. The rhino escaped! The news the next morning showed a rhino running rampant.,neutral - disapproval - neutral
Gina was bored while cleaning her room. But it had to be done. She decided to turn on the radio. There was a song she never heard before. She enjoyed the song.,neutral - joy
Julie loved to read anything she could get her hands on. Most of her time was spent in the library. Her favorite library was staffed by Miss Watson. Miss Watson saw Julie's love of books and offered her a job. Julie happily accepted!,love - neutral - approval
Jason and his friends were gathering to watch a movie. Everyone brought something along to eat. Jason realized he had forgotten to bring something. He ran home and quickly made popcorn for the movie. He came back with the popcorn.,neutral - realization - neutral
"My cousin asked me if there was a point in my  life that was tough. I pulled out a photo frame. The pictures showed the moments where I was in the hospital. I explained to her the fact that I used to be a leukemia patient. She cried and hugged me, admiring my bravery.",realization - neutral - admiration
My family was on vacation in Italy. We wanted a group photograph. We asked a stranger to take it for us. They obliged. It was our favorite picture of the vacation.,neutral - approval - neutral - joy
"Bob was really thirsty and wanted a soda. Unfortunately, he didn't have any money. Bob walked into a gas station and asked if he could have a soda. The cashier asked him if he had any money. He said no and left the gas station.",neutral
"Gary has a crush on Jamie. He gets very nervous around her. One day, he tried to show off in front of her. Instead, he fell down a flight of stairs. Jamie came to the rescue and helped him.",love - nervousness - neutral
"Amy was unsatisfied with her paper. Instead of turning it in, she skipped class. She went to a coffee shop to rewrite. She produced a paper she was proud of. Amy got an A on the paper but in trouble for skipping class.",disappointment - neutral - pride - fear
"Rick told his friends that he hated camping. They bugged him until he went camping anyway. One night, he awoke to a snake in his tent. He ran screaming from the tent. Rick refuses to even think about going camping now.",neutral - annoyance - neutral - fear - neutral
"A man arrived at a construction site for his job. He put on his hardhat, grabbed his tools and walked into the site. While he was walking, a large brick fell and hit him on the head. The man was knocked out, and his co workers ran to help him. His coworkers took him to safety and called their medic.",neutral - disappointment - sadness - neutral
"Suzy went to the ice cream store. She ordered a vanilla milkshake. When she tried to pay the man for her milkshake, he smiled at her. He told her that she won a special contest. He gave her the milkshake for free.",neutral
"Nancy walked inside the subway store. She asked for a footlong chicken sub. However, she looked away when it was being prepared. She noticed that it was a half of a foot long. Nancy demanded she be given the other six inches she asked for.",neutral - realization - neutral
Ashley got back her tax return. So she decided to go to the mall. Ashley and her roommate drove to the mall. They went from store to store trying things on. They bought lots of clothes.,neutral
Jay didn't mind driving for his friends. He always made sure they wore their seatbelt.s. Yesterday he got into an accident. Everyone was safe even if they were hurt. The insurance company determined Jay was not at fault.,approval - neutral - approval - neutral
My girlfriend collects stamps. Not the kind for mail but the kind to stamp things with. She has different cute ones. For her birthday I want to buy her more. I bought her a rare stamp from an online seller.,neutral - admiration - desire - approval
Maggie wanted to paint her room. She wanted to have a pink room. She ask her mom to buy her paint. The next day Maggie painted her room. Maggie loved the color pink.,neutral - desire - neutral - love
Kenny was playing at the park. He was in the jungle gym trying to do tricks. He got up too high and fell. He fractured his arm in three places. Kenny had to be taken to the hospital.,neutral - sadness - neutral
"Tim was too tall for all of his pants. He could not find a good outfit to wear for his trip to the park! Everything made his legs look too long, and silly. Then he decided to cut his jeans into shorts. Tim wore the jean-shorts to the park.",neutral - amusement - neutral
